102014000002103005144000000981          103201
10201400000410101928800385801 0100010000313301
10201400000710102748800421501 0100030000315802
102014000009103014166000000012          316902
10201400001310102200000377101 0100030001428701
10201400001410202200000330001 0100010000207802
102014000015102017880000000011          102102
10201400001610303330100348201 0100010000428201
102014000017103003479000000012          302401
10201400001810203330000333001 0100030000425602
10201400001910201788000201501 0100040000313802
10201400002010200716900087601 0100040002427502
102014000021101014017000000011          103501
102014000022103028628000000011          211302
10201400002510103330000399601 0100040001210502
10201400002710203330100453101 0100020000428601
102014000028103005820000000015          427702
10201400002910100183000019401 0100050002211402
102014000031103024975000000012          101001
10201400003210103330000333001 0100010000104001
10201400003310103330000578901 0100020000314501
10201400003410201243600225201 0100030002101502
10201400003510304717500471801 0100030001321302
10201400003610200349700043701 0100020000426601
10201400003710201243600138201 0100020000321801
10201400003910300582000069801 0100030001427702
102014000041102033300000000015          313401
10201400004310103005500357401 0100040002424501
102014000044102024975000000015          206301
10201400004510202200000440001 0100010000423601
10201400004710300180800027101 0100020000429401
102014000048101024975000000011          102701
10201400004910203330000532501 0100010000424202
102014000050103022000000000011          314501
10201400005210203330000432901 0100020001426301
10201400005310201677400215501 0100020000424102
10201400005410100507300067601 0100030001103201
10201400005510203330000436601 0100020000423602
10201400005710301072700136501 0100020000210301
10201400005810103330000333001 0100060001319201
102014000059102006431000000011          104502
10201400006210303330000333001 0100030002316101
10201400006310202497500280501 0100040002426301
102014000064103033300000000011          426301
10201400006510101069200127101 0100030000207301
102014000066101017880000000011          103002
102014000067102001249000000011          429602
10201400006910103330000333001 0100010000425502
102014000070102019042000000011          428402
10201400007110303330000364701 0100040002320501
10201400007210303330000388501 0100030001210401
10201400007310300235800047201 0100010000312401
10201400007410302940300348301 0101010100318501
10201400007610100382300045401 0100020000302402
10201400007710101243600128111 0100010000313201
10201400007910201788000178801 0100040003312902
10201400008310301882000231201 0100030001318701
10201400008510100102400010201 0100010000104501
102014000086101012436000000012          101602
10201400008710102497500475701 0100030001100801
10201400008810101083200125001 0100040002208302
10201400009010201243600248701 0400040000205701
102014000091102003479000000011          302402
10201400009310203330000333001 0100010000321102
10201400009410300120600012101 0100020000104502
10201400009510101868800373801 0100020001103501
10201400009610101243600191601 0100020001104102
10201400009710102200000220001 0100030001313402
10201400010010300295200029501 0100020000302401
10201400010110301677400191701 0100030002423301
102014000103101009140000000012          322501
10201400010410201243600124401 0100010000312102
10201400010610100894400134201 0100030001321001
10201400010710201072700123805 0100010000210302
10201400010810103240300364501 0100040001207501
102014000110102058274000000011          205502
10201400011310202200000220001 0100010000209102
10201400011610302200000220001 0100020000315601
10201400011710200083700008401 0100020000429302
10201400011910201243600197701 0100010000312101
10201400012010203330000602901 0100020000423101
102014000121101018688000000011          103502
10201400012310202497500387101 0101010100319202
10201400012410203330000407001 0100010000103101
10201400012510203330000333001 0100010000316401
10201400012610100347900034801 0100020000302401
102014000129103025390000000011          427201
10201400013410103240300468001 0100010000209102
10201400013610201199000119901 0100020000424102
102014000137102001249000000051          429602
10201400013810202497500499501 0100050003209002
10201400013910200289000038501 0100060004429401
102014000140102012436000000011          320502
10201400014110302200000220001 0100040002210602
10201400014210102497500271001 0100050000101002
10201400014310301788000178801 0100050003207001
102014000144102012436000000011          101502
102014000145103012436000000011          102902
10201400014610300124900014801 0100020000429602
102014000147103022000000000011          320002
10201400014810300142500014301 0100020000209701
10201400014910100534100053401 0100030001210302
10201400015010302200000275001 0100020000211502
10201400015210100719900082306 0100010000429402
10201400015310101086700108701 0100030000317601
102014000154101005393000000012          208302
10201400015510102282700271501 0100030001208202
10201400015610100634400079305 0100030000426602
10201400015810201788000178801 0100020001316501
10201400016010203330000388505 0100020000100702
10201400016110101199000149601 0100010000426001
102014000162103022000000000012          208302
102014000163103018688000000011          103102
10201400016510200124900015001 0100020000429602
10201400016710203330000527201 0100020000317301
10201400016910103330000364701 0100010000211502
10201400017110302200000220001 0100020000312501
10201400017210103330000518001 0100030000322402
10201400017310101199000119901 0100010000424602
10201400017410300141900019901 0100020000104502
10201400017610201788000209601 0100040002101102
10201400017710300284600037901 0100030000312401
102014000178102022000000000015          312502
10201400018010301677400318701 0100020000101201
102014000181101033300000000011          100602
102014000182101021472000000985          211301
102014000183103008944000000011          318702
10201400018410300948200104401 0100030001427201
102014000185101028628000000011          207102
10201400018710300505800050601 0100020000103202
102014000188101033300000000011          318102
10201400018910100817300081701 0200040002319501
10201400019010101199000131901 0100030000429201
102014000193101013195000000011          428902
102014000195103000000000000011          322002
10201400019610303330000333001 0100020000208001
10201400019710103330000348301 0100030000104201
10201400019910202200000293301 0100020000206301
102014000200101027488000000011          315802
10201400020110303330000333001 0100020000205301
10201400020210301243600146401 0100010000426901
10201400020310302200000293301 0100030001302401
10201400020410300809200080901 0100030000429402
10201400020610303330000389101 0100020000105101
10201400020910300083700008401 0100020000429302
10201400021310200817300081701 0100040001322001
102014000214101033300000000011          207702
102014000215102022000000000012          211702
10201400021710302200000220001 0100010000316802
102014000218103022000000000011          425502
10201400021910301375700157201 0100020000322101
102014000220101024975000000011          100201
102014000221101033300000000011          319802
10201400022210102200000220001 0100040002208202
10201400022610102200000220001 0100020000425502
10201400022710102497500277501 0100020001316202
10201400022810200235800035401 0100040002312401
102014000229101010692000000011          207201
10201400023010303330000428101 0100030001312401
10201400023210202200000293301 0100020000423201
102014000233102010867000000011          312301
102014000234101010867000000013          314902
10201400023510300124900017001 0100050001429602
102014000236102033300000000011          426301
10201400023710200327100065401 0100020000104402
10201400023810201199000164901 0100020000429201
10201400023910200336400055101 0100020000209702
102014000241102017880000000012          314201
102014000242102028628000000052          209102
102014000243101019288000000015          314201
102014000246102002846000000015          312401
102014000247102005144000000011          103201
10201400024810101243600136001 0100050001425802
102014000249102000000000000011          100401
10201400025110302497500273501 0100040002428702
10201400025210201928800385801 0100010000322601
102014000253102033300000000061          323001
10201400025510303330000333001 0100010000323002
10201400025610201562100156201 0200020000315901
10201400025710100284600028501 0100010000312401
10201400025810302200000330001 0100020000320102
10201400025910300083700008401 0100030000429302
10201400026010201416600167401 0100020000321502
102014000263103033300000000011          312502
102014000264101030435000000011          208201
102014000265101022000000000011          104502
102014000267101017880000000011          205601
10201400026810101086700126801 0100040001317601
10201400027010200832900088201 0100010000209701
102014000271101018688000000011          103502
10201400027210300295200035401 0100020000316001
10201400027310301788000200401 0100040001100301
102014000274102022000000000011          313402
102014000276102000000000000011          424101
10201400027710102061600316101 0100040001315802
10201400027810102497500378101 0100040002208801
10201400028210302497500249801 0100020000316101
10201400028310101243600189901 0100050002424502
10201400028410102497500337901 0100030000100502
10201400028610301243600248701 0100010000209401
10201400028710203330000431701 0100010000321601
102014000289101000000000000012          320302
10201400029110100565900073601 0100010000209702
102014000292101022000000000011          104502
10201400029310103330000432701 0100050003312101
10201400029410201677400167701 0100010000429102
10201400029510103330000555001 0100010000101602
102014000296101005966000000011          428002
10201400029710303847000384701 0100020001207102
102014000298101018688000000011          103601
102014000302102029403000000011          318602
10201400030310200539300053901 0100060004208301
10201400030410102200000275001 0100040001319102
10201400030610301199000119901 0100010000429201
102014000307102008173000000051          319502
10201400030810101544200168101 0100010000321002
102014000309101022000000000014          105001
10201400031110201086700108701 0100030001424701
10201400031210103011900339801 0100020000428801
10201400031410300095100014301 0100030001429601
10201400031510301788000223501 0100020001103001
10201400031610202940300352806 0100040001320601
102014000317101009140000000062          322502
10201400031910200152600015301 0100050002211401
102014000320103010867000000011          424801
10201400032210200284600037901 0100030001312401
10201400032310201243600134201 0100080005312201
102014000324103024975000000012          103801
102014000325101024975000000012          103302
10201400032610300096200009601 0100020001428901
10201400032710303330000374601 0100020000316801
10201400032810101928800308301 0200020000208702
102014000329101033300000000011          426502
10201400033210103330000382301 0100020000318001
10201400033410302862800322101 0100020000211302
10201400033610300337600056301 0100010000104501
10201400033710101086700126801 0100040000425102
102014000338101000000000000011          312702
102014000339102022000000000015          321401
10201400034510103330000399601 0100040002208101
